polymer_name,monomer_name,smiles_monomer,distribution,property,value,pm,units,ref,link/doi,comment,note,mechanism
Polypropylene,Propylene,C=CC,,PDI,8.2,0.98202091,,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P17",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tc,120.8,0.98202091,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P17",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tm,156.5,0.98202091,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P17",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mn,30288.3607,0.98202091,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P3",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mw,184759,0.98202091,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P3",,vinyl_stereo
Polypropylene,Propylene,C=CC,,PDI,6.1,0.98202091,,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P3",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tc,124.2,0.98202091,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P3",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tm,161.2,0.98202091,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P3",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mn,46843.7037,0.98465018,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P4",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mw,252956,0.98465018,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P4",,vinyl_stereo
Polypropylene,Propylene,C=CC,,PDI,5.4,0.98465018,,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P4",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tc,116.5,0.98465018,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P4",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tm,160.6,0.98465018,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P4",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mn,45510,0.99496206,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P4(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mw,195693,0.99496206,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P4(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,PDI,4.3,0.99496206,,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P4(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tc,116,0.99496206,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P4(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tm,160,0.99496206,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P4(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mn,71040.9091,0.9898464,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P5",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mw,312580,0.9898464,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P5",,vinyl_stereo
Polypropylene,Propylene,C=CC,,PDI,4.4,0.9898464,,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P5",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tc,118.4,0.9898464,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P5",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tm,161.9,0.9898464,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P5",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mn,71663.1035,0.9898464,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P5(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mw,207823,0.9898464,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P5(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,PDI,2.9,0.9898464,,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P5(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tc,118,0.9898464,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P5(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tm,161,0.9898464,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P5(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mn,162000,0.98465018,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P8",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mw,228960,0.98465018,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P8",,vinyl_stereo
Polypropylene,Propylene,C=CC,,PDI,6.4,0.98465018,,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P8",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tc,124.4,0.98465018,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P8",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tm,162,0.98465018,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P8",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mn,50978,0.9898464,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P8(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mw,178423,0.9898464,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P8(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,PDI,3.5,0.9898464,,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P8(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tc,116.3,0.9898464,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P8(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tm,158.6,0.9898464,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P8(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mn,32466.7647,0.9898464,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P9(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Mw,110387,0.9898464,g/mol,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P9(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,PDI,3.4,0.9898464,,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P9(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tc,1,0.9898464,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P9(120)",,vinyl_stereo
Polypropylene,Propylene,C=CC,,Tm,158.7,0.9898464,C,"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äö√Ñ√¨389. https://doi.org/10.5755/j01.ms.22.3.9056",10.5755/j01.ms.22.3.9056,"Table 1, P9(120)",,vinyl_stereo
Poly(cyclohexyl acrylate),Cyclohexyl acrylate,C=CC(=O)OC1CCCCC1,,Tg,18.85,0.5,C,"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",10.1201/9780203910115,Table 6.6.1,,vinyl_stereo
Poly(2-hydroxyethyl methacrylate),2-hydroxyethyl methacrylate,C=C(C)C(=O)OCCO,,Tg,85.85,0.5,C,"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",10.1201/9780203910115,Table 6.6.10,,vinyl_stereo
Poly(2-hydroxyethyl methacrylate),2-hydroxyethyl methacrylate,C=C(C)C(=O)OCCO,,Tg,34.85,1,C,"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",10.1201/9780203910115,Table 6.6.11,,vinyl_stereo
Poly(alpha-methylstyrene),Alpha-methylstyrene,C=C(C)c1ccccc1,,Tg,179.85,0,C,"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",10.1201/9780203910115,Table 6.6.12,,vinyl_stereo
Poly(alpha-methylstyrene),Alpha-methylstyrene,C=C(C)c1ccccc1,,Tg,172.85,0.5,C,"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",10.1201/9780203910115,Table 6.6.13,,vinyl_stereo
Poly(isobutyl methacrylate),Isobutyl methacrylate,C=C(C)C(=O)OCC(C)C,,Tg,119.85,0,C,"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",10.1201/9780203910115,Table 6.6.14,,vinyl_stereo
Poly(isobutyl methacrylate),Isobutyl methacrylate,C=C(C)C(=O)OCC(C)C,,Tg,47.85,0.5,C,"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",10.1201/9780203910115,Table 6.6.15,,vinyl_stereo
