smiles_monomer,pm,distribution,ref,comment,mechanism,Mn,Mv,Mw,PDI,Tc,Td,Tg,Tm,density,elongation to break,elongation_at_break,flexural_strength,modulus,modulus_of_elasticity,notched_strength,set,tensile modulus,tensile strength,tensile stress relaxation,tensile_strength,unnotched_strength,yield_elongation,yield_strength,monomers,data_id
C=C(C)C(=O)Oc1ccc(CC)cc1OC,0.2,[],"Holmberg, A. L., Nguyen, N. A., Karavolias, M. G., Reno, K. H., Wool, R. P., & Epps, T. H. (2016). Softwood Lignin-Based Methacrylate Polymers with Tunable Thermal and Viscoelastic Properties. Macromolecules, 49(4), 1286‚Äì1295. https://doi.org/10.1021/acs.macromol.5b02316",Table S1.PEM-30,vinyl_stereo,25000,,30000,1.19,,,107,,,,,,,,,,,,,,,,,"('C=C(C)C(=O)Oc1ccc(CC)cc1OC',)",63
C=C(C)C(=O)Oc1ccc(CC)cc1OC,0.25,[],"Holmberg, A. L., Nguyen, N. A., Karavolias, M. G., Reno, K. H., Wool, R. P., & Epps, T. H. (2016). Softwood Lignin-Based Methacrylate Polymers with Tunable Thermal and Viscoelastic Properties. Macromolecules, 49(4), 1286‚Äì1295. https://doi.org/10.1021/acs.macromol.5b02316",Table S1.PEM-29,vinyl_stereo,26000,,29000,1.12,,,108,,,,,,,,,,,,,,,,,"('C=C(C)C(=O)Oc1ccc(CC)cc1OC',)",64
C=C(C)C(=O)Oc1ccc(CC)cc1OC,0.26,[],"Holmberg, A. L., Nguyen, N. A., Karavolias, M. G., Reno, K. H., Wool, R. P., & Epps, T. H. (2016). Softwood Lignin-Based Methacrylate Polymers with Tunable Thermal and Viscoelastic Properties. Macromolecules, 49(4), 1286‚Äì1295. https://doi.org/10.1021/acs.macromol.5b02316",Table S1.PEM-48,vinyl_stereo,34000,,48000,1.39,,,110,,,,,,,,,,,,,,,,,"('C=C(C)C(=O)Oc1ccc(CC)cc1OC',)",65
C=C(C)C(=O)Oc1ccccc1OC,0.28,[],"Holmberg, A. L., Nguyen, N. A., Karavolias, M. G., Reno, K. H., Wool, R. P., & Epps, T. H. (2016). Softwood Lignin-Based Methacrylate Polymers with Tunable Thermal and Viscoelastic Properties. Macromolecules, 49(4), 1286‚Äì1295. https://doi.org/10.1021/acs.macromol.5b02316",Table S1.PGM-26,vinyl_stereo,21000,,26000,1.25,,,110,,,,,,,,,,,,,,,,,"('C=C(C)C(=O)Oc1ccccc1OC',)",66
C=C(C)C(=O)Oc1ccccc1OC,0.29,[],"Holmberg, A. L., Nguyen, N. A., Karavolias, M. G., Reno, K. H., Wool, R. P., & Epps, T. H. (2016). Softwood Lignin-Based Methacrylate Polymers with Tunable Thermal and Viscoelastic Properties. Macromolecules, 49(4), 1286‚Äì1295. https://doi.org/10.1021/acs.macromol.5b02316",Table S1.PGM-31,vinyl_stereo,26000,,31000,1.19,,,112,,,,,,,,,,,,,,,,,"('C=C(C)C(=O)Oc1ccccc1OC',)",67
C=C(C)C(=O)Oc1ccccc1OC,0.31,[],"Holmberg, A. L., Nguyen, N. A., Karavolias, M. G., Reno, K. H., Wool, R. P., & Epps, T. H. (2016). Softwood Lignin-Based Methacrylate Polymers with Tunable Thermal and Viscoelastic Properties. Macromolecules, 49(4), 1286‚Äì1295. https://doi.org/10.1021/acs.macromol.5b02316",Table S1.PGM-44,vinyl_stereo,35000,,46000,1.3,,,116,,,,,,,,,,,,,,,,,"('C=C(C)C(=O)Oc1ccccc1OC',)",68
C=C(C)c1ccccc1,0,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.12,vinyl_stereo,,,,,,,179.85,,,,,,,,,,,,,,,,,"('C=C(C)c1ccccc1',)",69
C=C(C)c1ccccc1,0.5,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.13,vinyl_stereo,,,,,,,172.85,,,,,,,,,,,,,,,,,"('C=C(C)c1ccccc1',)",70
C=C(Cl)C(=O)OC,0,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.42,vinyl_stereo,,,,,,,176.85,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",71
C=C(Cl)C(=O)OC,0.21,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.D2F3,vinyl_stereo,25000,,,,,,150,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",72
C=C(Cl)C(=O)OC,0.25,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.D2,vinyl_stereo,109000,,,,,,148,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",73
C=C(Cl)C(=O)OC,0.28,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.D2F2,vinyl_stereo,74000,,,,,,146,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",74
C=C(Cl)C(=O)OC,0.29,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.D1,vinyl_stereo,270000,,,,,,145,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",75
C=C(Cl)C(=O)OC,0.29,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.D2F1,vinyl_stereo,400000,,,,,,152,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",76
C=C(Cl)C(=O)OC,0.41,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.A5,vinyl_stereo,4300,,,,,,117,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",77
C=C(Cl)C(=O)OC,0.48,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.C5,vinyl_stereo,32000,,,,,,130,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",78
C=C(Cl)C(=O)OC,0.5,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.43,vinyl_stereo,,,,,,,142.85,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",79
C=C(Cl)C(=O)OC,0.51,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.C5F'e,vinyl_stereo,18000,,,,,,122,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",80
C=C(Cl)C(=O)OC,0.56,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.C6F3,vinyl_stereo,7000,,,,,,107,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",81
C=C(Cl)C(=O)OC,0.65,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.C6,vinyl_stereo,42000,,,,,,94,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",82
C=C(Cl)C(=O)OC,0.7,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.C6F1,vinyl_stereo,80000,,,,,,90,152,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",83
C=C(Cl)C(=O)OC,0.73,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.C6F2,vinyl_stereo,16000,,,,,,100,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",84
C=C(Cl)C(=O)OC,0.76,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table VIII.C5F,vinyl_stereo,8000,,,,,,110,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",85
C=C(Cl)C(=O)OC,1,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.44,vinyl_stereo,,,,,,,84.85,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC',)",86
C=C(Cl)C(=O)OC(C)C,0,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.20,vinyl_stereo,,,,,,,135.85,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC(C)C',)",87
C=C(Cl)C(=O)OC(C)C,0.13,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table X.D2,vinyl_stereo,2100,,,,,,89,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC(C)C',)",88
C=C(Cl)C(=O)OC(C)C,0.36,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table X.D1,vinyl_stereo,77300,,,,,,106,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC(C)C',)",89
C=C(Cl)C(=O)OC(C)C,0.49,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table X.B,vinyl_stereo,4900,,,,,,73,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC(C)C',)",90
C=C(Cl)C(=O)OC(C)C,0.5,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.21,vinyl_stereo,,,,,,,89.85,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC(C)C',)",91
C=C(Cl)C(=O)OC(C)C,0.64,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table X.C1,vinyl_stereo,50000,,,,,,94,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC(C)C',)",92
C=C(Cl)C(=O)OC(C)C,0.66,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table X.A,vinyl_stereo,8000,,,,,,83,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC(C)C',)",93
C=C(Cl)C(=O)OC(C)C,0.95,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table X.C2,vinyl_stereo,50000,,,,,,69,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC(C)C',)",94
C=C(Cl)C(=O)OC(C)C,1,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.22,vinyl_stereo,,,,,,,67.85,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OC(C)C',)",95
C=C(Cl)C(=O)OCC,0,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.37,vinyl_stereo,,,,,,,119.85,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OCC',)",96
C=C(Cl)C(=O)OCC,0,[],"Wessl√©n, B., Lenz, R. W., Macknight, W. J., & Karasz, F. E. (1971). Glass Transition Temperatures of Poly (ethyl Œ±-chloroacrylates). Macromolecules, 4(1), 24‚Äì26. https://doi.org/10.1021/ma60019a005",Table 2.2syn,vinyl_stereo,,,,,,,131,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OCC',)",97
C=C(Cl)C(=O)OCC,0.2,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table IX.D3,vinyl_stereo,181000,,,,,,102,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OCC',)",98
C=C(Cl)C(=O)OCC,0.29,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table IX.D1,vinyl_stereo,362000,,,,,,94,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OCC',)",99
C=C(Cl)C(=O)OCC,0.46,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table IX.A1,vinyl_stereo,6000,,,,,,70,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OCC',)",100
C=C(Cl)C(=O)OCC,0.5,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.38,vinyl_stereo,,,,,,,92.85,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OCC',)",101
C=C(Cl)C(=O)OCC,0.73,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table IX.C,vinyl_stereo,309000,,,,,,52,109,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OCC',)",102
C=C(Cl)C(=O)OCC,0.84,[],"Dever, G. R., Karasz, F. E., MacKnight, W. J., & Lenz, R. W. (1975). POLY(ALKYL alpha -CHLOROACRYLATES) - 5. PREPARATION AND PROPERTIES OF METHYL, ETHYL, AND ISOPROPYL POLYMERS OF VARIED TACTICITY. J Polym Sci Polym Chem Ed, 13(9), 2151‚Äì2179. https://doi.org/10.1002/pol.1975.170130919",Table IX.CF,vinyl_stereo,309000,,,,,,47,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OCC',)",103
C=C(Cl)C(=O)OCC,1,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.39,vinyl_stereo,,,,,,,36.85,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OCC',)",104
C=C(Cl)C(=O)OCC,1,[],"Wessl√©n, B., Lenz, R. W., Macknight, W. J., & Karasz, F. E. (1971). Glass Transition Temperatures of Poly (ethyl Œ±-chloroacrylates). Macromolecules, 4(1), 24‚Äì26. https://doi.org/10.1021/ma60019a006",Table 2.2iso,vinyl_stereo,,,,,,,35,,,,,,,,,,,,,,,,,"('C=C(Cl)C(=O)OCC',)",105
C=CC,0,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.26,vinyl_stereo,,,,,,,-4.15,,,,,,,,,,,,,,,,,"('C=CC',)",106
C=CC,0.5,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.27,vinyl_stereo,,,,,,,-6.15,,,,,,,,,,,,,,,,,"('C=CC',)",107
C=CC,0.64,[],"Hu, Y., Krejchi, M. T., Shah, C. D., Myers, C. L., & Waymouth, R. M. (1998). Elastomeric polypropylenes from unbridged (2-phenylindene)zirconocene catalysts: Thermal characterization and mechanical properties. Macromolecules, 31(20), 6908‚Äì6916. https://doi.org/10.1021/ma9803990",Table 4.PP3,vinyl_stereo,80312.5,,257000,3.2,63.4,,,140.1,,,,,,,,,,,,,,,,"('C=CC',)",108
C=CC,0.75,[],"Hu, Y., Krejchi, M. T., Shah, C. D., Myers, C. L., & Waymouth, R. M. (1998). Elastomeric polypropylenes from unbridged (2-phenylindene)zirconocene catalysts: Thermal characterization and mechanical properties. Macromolecules, 31(20), 6908‚Äì6916. https://doi.org/10.1021/ma9803990",Table 4.PP1,vinyl_stereo,66000,,198000,3,29,,,131.8,0.869,878,,,,,,35,13.45,9.31,54,,,,,"('C=CC',)",109
C=CC,0.75,[],"Hu, Y., Krejchi, M. T., Shah, C. D., Myers, C. L., & Waymouth, R. M. (1998). Elastomeric polypropylenes from unbridged (2-phenylindene)zirconocene catalysts: Thermal characterization and mechanical properties. Macromolecules, 31(20), 6908‚Äì6916. https://doi.org/10.1021/ma9803990",Table 4.PP2,vinyl_stereo,168518.519,,455000,2.7,61.1,,,138.1,0.8694,753,,,,,,70,15.98,6.95,67,,,,,"('C=CC',)",110
C=CC,0.96,[],"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äì389. https://doi.org/10.5755/j01.ms.22.3.9056","Table 1, P14",vinyl_stereo,36507.9661,,215397,5.9,119.8,,,157.5,,,,,,,,,,,,,,,,"('C=CC',)",111
C=CC,0.96,[],"Peng, H., Wang, B., Gai, J., Chen, J., Yang, F., Cao, Y., Li, H., Kang, J., & Xiang, M. (2014). Investigation on the morphology and tensile behavior of Œ≤-nucleated isotactic polypropylene with different stereo-defect distribution. Journal of Applied Polymer Science, 131(6). https://doi.org/10.1002/app.40030",PP-B,vinyl_stereo,,,347000,,,,,,,,116.5,,,451,,,,,,,,,31.6,"('C=CC',)",112
C=CC,0.97,[],"Peng, H., Wang, B., Gai, J., Chen, J., Yang, F., Cao, Y., Li, H., Kang, J., & Xiang, M. (2014). Investigation on the morphology and tensile behavior of Œ≤-nucleated isotactic polypropylene with different stereo-defect distribution. Journal of Applied Polymer Science, 131(6). https://doi.org/10.1002/app.40030",PP-A,vinyl_stereo,,,365000,,,,,,,,78.7,,,478,,,,,,,,,32.4,"('C=CC',)",113
C=CC,0.98,[],"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äì389. https://doi.org/10.5755/j01.ms.22.3.9056","Table 1, P17",vinyl_stereo,7987.56098,,65498,8.2,120.8,,,156.5,,,,,,,,,,,,,,,,"('C=CC',)",114
C=CC,0.98,[],"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äì389. https://doi.org/10.5755/j01.ms.22.3.9056","Table 1, P3",vinyl_stereo,30288.3607,,184759,6.1,124.2,,,161.2,,,,,,,,,,,,,,,,"('C=CC',)",115
C=CC,0.98,[],"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äì389. https://doi.org/10.5755/j01.ms.22.3.9056","Table 1, P4",vinyl_stereo,46843.7037,,252956,5.4,116.5,,,160.6,,,,,,,,,,,,,,,,"('C=CC',)",116
C=CC,0.98,[],"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äì389. https://doi.org/10.5755/j01.ms.22.3.9056","Table 1, P8",vinyl_stereo,162000,,228960,6.4,124.4,,,162,,,,,,,,,,,,,,,,"('C=CC',)",117
C=CC,0.99,[],"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äì389. https://doi.org/10.5755/j01.ms.22.3.9056","Table 1, P4(120)",vinyl_stereo,45510,,195693,4.3,116,,,160,,,,,,,,,,,,,,,,"('C=CC',)",118
C=CC,0.99,[],"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äì389. https://doi.org/10.5755/j01.ms.22.3.9056","Table 1, P5",vinyl_stereo,71040.9091,,312580,4.4,118.4,,,161.9,,,,,,,,,,,,,,,,"('C=CC',)",119
C=CC,0.99,[],"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äì389. https://doi.org/10.5755/j01.ms.22.3.9056","Table 1, P5(120)",vinyl_stereo,71663.1035,,207823,2.9,118,,,161,,,,,,,,,,,,,,,,"('C=CC',)",120
C=CC,0.99,[],"Amer, I., Van Reenen, A., & Mokrani, T. (2016). The influence of molecular weight and tacticity on thermal, morphological and mechanical properties of Ziegler - Natta catalyzed isotactic and syndiotactic polypropylene blends. Medziagotyra, 22(3), 381‚Äì389. https://doi.org/10.5755/j01.ms.22.3.9056","Table 1, P8(120)",vinyl_stereo,50978,,178423,3.5,116.3,,,158.6,,,,,,,,,,,,,,,,"('C=CC',)",121
